Payment_time,Transaction_id,Partner_transaction_id,Amount,Foreign_amount,Currency,Exchange_Rate,Fee_type,Fee_amount,Foreign_fee_amount,Fee_desc
2018-04-18 10:03:10,2018041821001001970538070879	,149327608123167511	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076585704}_2604839566
2018-04-18 10:03:10,2018041821001001970538070879	,149327608123167511	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076585704}_2604839566
2018-04-18 10:03:10,2018041821001001970538070879	,149327608123167511	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:10,2018041821001001970538070879	,149327608123167511	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:11,2018041821001001140557947440	,149484858088957405	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:11,2018041821001001140557947440	,149484858088957405	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076609583}_2604839566
2018-04-18 10:03:11,2018041821001001140557947440	,149484858088957405	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:11,2018041821001001140557947440	,149484858088957405	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076609583}_2604839566
2018-04-18 10:03:11,2018041821001001140557947440	,149484858088957405	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:13,2018041821001001230575010449	,135884701379013244	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292641320}_2604839566
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:13,2018041821001001230575010449	,135884701379013244	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:13,2018041821001001230575010449	,135884701379013244	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:13,2018041821001001230575010449	,135884701379013244	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292641320}_2604839566
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149920774194055494),2.64	,0.42	,2018041821001001360554073654-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149920774194055494)
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076567877}_2604839566
2018-04-18 10:03:13,2018041821001001230575010449	,135884701379013244	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:13,2018041821001001360554073654	,149920774194055494	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076567877}_2604839566
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149961708289765279),2.64	,0.42	,2018041821001001090559187838-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149961708289765279)
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076914529}_2604839566
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:16,2018041821001001090559187838	,149961708289765279	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076914529}_2604839566
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076854819}_2604839566
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149306105145739013),2.64	,0.42	,2018041821001001890542649436-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149306105145739013)
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076854819}_2604839566
2018-04-18 10:03:17,2018041821001001890542649436	,149306105145739013	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:18,2018041821001001990540989150	,149963136627330979	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00095193117158}_2604839566
2018-04-18 10:03:18,2018041821001001990540989150	,149963136627330979	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:18,2018041821001001990540989150	,149963136627330979	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193117158}_2604839566
2018-04-18 10:03:18,2018041821001001990540989150	,149963136627330979	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:18,2018041821001001990540989150	,149963136627330979	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149965180043064985),1.32	,0.21	,2018041821001001510568594970-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149965180043064985)
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.06	,0.17	,Tmall Global Commission
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292862596}_2604839566
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292862596}_2604839566
2018-04-18 10:03:20,2018041821001001510568594970	,149965180041064985	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149965180042064985),1.32	,0.21	,2018041821001001510568594970-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149965180042064985)
2018-04-18 10:03:22,2018041821001001760248243894	,135883525851100052	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099077076029}_2604839566
2018-04-18 10:03:22,2018041821001001760248243894	,135883525851100052	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:22,2018041821001001760248243894	,135883525851100052	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:22,2018041821001001760248243894	,135883525851100052	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099077076029}_2604839566
2018-04-18 10:03:22,2018041821001001760248243894	,135883525851100052	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193123251}_2604839566
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00095193123251}_2604839566
2018-04-18 10:03:26,2018041821001001270583351660	,149329596154083913	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329596154083913),2.64	,0.42	,2018041821001001270583351660-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329596154083913)
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076944585}_2604839566
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135982899047784336),2.64	,0.42	,2018041821001001760542002696-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135982899047784336)
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:32,2018041821001001760542002696	,135982899047784336	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076944585}_2604839566
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293018232}_2604839566
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293018232}_2604839566
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135927682208464642),2.64	,0.42	,2018041821001001970538835204-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135927682208464642)
2018-04-18 10:03:35,2018041821001001970538835204	,135927682208464642	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:36,2018041821001001910540887754	,149919206874580082	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:36,2018041821001001910540887754	,149919206874580082	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293036169}_2604839566
2018-04-18 10:03:36,2018041821001001910540887754	,149919206874580082	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:36,2018041821001001910540887754	,149919206874580082	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:36,2018041821001001910540887754	,149919206874580082	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293036169}_2604839566
2018-04-18 10:03:37,2018041821001001100569384903	,149306413035307703	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:37,2018041821001001100569384903	,149306413035307703	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292539887}_2604839566
2018-04-18 10:03:37,2018041821001001100569384903	,149306413035307703	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:37,2018041821001001100569384903	,149306413035307703	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292539887}_2604839566
2018-04-18 10:03:37,2018041821001001100569384903	,149306413035307703	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293018261}_2604839566
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.06	,0.17	,Tmall Global Commission
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135980435368696058),1.32	,0.21	,2018041821001001530538562352-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135980435368696058)
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135980435367696058),1.32	,0.21	,2018041821001001530538562352-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135980435367696058)
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293018261}_2604839566
2018-04-18 10:03:38,2018041821001001530538562352	,135980435366696058	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:41,2018041821001001730289504894	,149920466450867773	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:41,2018041821001001730289504894	,149920466450867773	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292874666}_2604839566
2018-04-18 10:03:41,2018041821001001730289504894	,149920466450867773	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.06	,0.17	,Tmall Global Commission
2018-04-18 10:03:41,2018041821001001730289504894	,149920466450867773	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292874666}_2604839566
2018-04-18 10:03:41,2018041821001001730289504894	,149920466450867773	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:56,2018041821001001240555041906	,135885821232456935	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:56,2018041821001001240555041906	,135885821232456935	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076633752}_2604839566
2018-04-18 10:03:56,2018041821001001240555041906	,135885821232456935	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:56,2018041821001001240555041906	,135885821232456935	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:56,2018041821001001240555041906	,135885821232456935	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076633752}_2604839566
2018-04-18 10:03:59,2018041821001001860541853023	,135927122575512952	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:03:59,2018041821001001860541853023	,135927122575512952	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:03:59,2018041821001001860541853023	,135927122575512952	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292659693}_2604839566
2018-04-18 10:03:59,2018041821001001860541853023	,135927122575512952	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:03:59,2018041821001001860541853023	,135927122575512952	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292659693}_2604839566
2018-04-18 10:04:16,2018041821001001440552528677	,149919486796957281	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076986960}_2604839566
2018-04-18 10:04:16,2018041821001001440552528677	,149919486796957281	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:16,2018041821001001440552528677	,149919486796957281	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:16,2018041821001001440552528677	,149919486796957281	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:16,2018041821001001440552528677	,149919486796957281	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076986960}_2604839566
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292731757}_2604839566
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.06	,0.17	,Tmall Global Commission
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292731757}_2604839566
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329568477168014),1.32	,0.21	,2018041821001001510568331656-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329568477168014)
2018-04-18 10:04:19,2018041821001001510568331656	,149329568476168014	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329568478168014),1.32	,0.21	,2018041821001001510568331656-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329568478168014)
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099077124356}_2604839566
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099077124356}_2604839566
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:21,2018041821001001930544267319	,149911871304991661	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149911871304991661),2.64	,0.42	,2018041821001001930544267319-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149911871304991661)
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099077016947}_2604839566
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099077016947}_2604839566
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149963584810044173),2.64	,0.42	,2018041821001001510567100325-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149963584810044173)
2018-04-18 10:04:25,2018041821001001510567100325	,149963584810044173	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:30,2018041821001001380569043471	,149329456345582100	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:30,2018041821001001380569043471	,149329456345582100	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193572149}_2604839566
2018-04-18 10:04:30,2018041821001001380569043471	,149329456345582100	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:30,2018041821001001380569043471	,149329456345582100	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:30,2018041821001001380569043471	,149329456345582100	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329456345582100),2.64	,0.42	,2018041821001001380569043471-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329456345582100)
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076807816}_2604839566
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135885765369005852),2.64	,0.42	,2018041821001001000571840524-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135885765369005852)
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:39,2018041821001001000571840524	,135885765369005852	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076807816}_2604839566
2018-04-18 10:04:48,2018041821001001850542261216	,149964592534415980	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:48,2018041821001001850542261216	,149964592534415980	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:48,2018041821001001850542261216	,149964592534415980	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:48,2018041821001001850542261216	,149964592534415980	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193117908}_2604839566
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193393174}_2604839566
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
